mouse_cns_E14_rep1	mouse_cns_E14_rep2	mouse_cns_E18_rep1	mouse_cns_E18_rep2
ENSMUSG00000053198	4.51	1.8	2.34	3.06
ENSMUSG00000053199	5.31	4.32	13.77	16.21
ENSMUSG00000053205	5.64	6.36	16.85	3.84
ENSMUSG00000053206	0.0	0.0	0.0	0.0
ENSMUSG00000053208	0.0	0.0	0.0	0.0
ENSMUSG00000053211	0.0	0.0	0.0	0.0
ENSMUSG00000053214	0.0	0.0	0.0	0.0
ENSMUSG00000053216	0.0	0.0	0.0	0.0
ENSMUSG00000053217	0.0	0.0	0.0	0.0
ENSMUSG00000053218	4.58	2.25	3.37	1.15
ENSMUSG00000053219	0.0	0.0	0.0	0.0
ENSMUSG00000053226	0.0	8.11	4.07	19.44
ENSMUSG00000053228	0.0	0.0	3.36	0.0
ENSMUSG00000053244	0.0	0.0	0.0	0.0
ENSMUSG00000053251	0.0	0.0	0.0	0.0
ENSMUSG00000053253	58.4	52.33	92.14	97.93
ENSMUSG00000053263	0.0	0.0	1.48	1.01
ENSMUSG00000053268	0.0	0.0	0.0	0.0
ENSMUSG00000053277	0.0	0.0	0.0	0.0
ENSMUSG00000053279	3.98	0.0	4.4	3.0
ENSMUSG00000053286	29.97	35.4	19.85	22.59
ENSMUSG00000053287	0.0	0.0	0.0	0.0
ENSMUSG00000053289	20.6	11.2	13.98	13.18
ENSMUSG00000053291	45.04	44.19	72.28	83.75
ENSMUSG00000053293	25.6	33.78	17.42	15.01
ENSMUSG00000053297	7.79	8.33	13.52	26.85
ENSMUSG00000053303	0.0	0.0	0.0	0.0
ENSMUSG00000053310	10.12	2.48	149.25	111.91
ENSMUSG00000053317	321.95	254.68	179.54	197.84
ENSMUSG00000053318	0.0	0.0	0.0	0.0
ENSMUSG00000053329	28.53	81.58	63.12	98.02
ENSMUSG00000053332	1321.91	1052.22	927.06	1113.1
ENSMUSG00000053333	26.48	23.29	26.14	22.8
ENSMUSG00000053334	1.25	3.69	6.9	6.6
ENSMUSG00000053337	0.0	1.76	0.0	0.0
ENSMUSG00000053338	0.0	0.0	0.0	0.0
ENSMUSG00000053347	11.63	19.44	6.42	17.32
ENSMUSG00000053353	0.0	0.0	0.0	0.0
ENSMUSG00000053358	0.0	3.31	0.0	0.0
ENSMUSG00000053360	0.0	0.0	0.0	0.0
ENSMUSG00000053367	0.0	0.0	0.0	0.0
ENSMUSG00000053368	0.0	2.45	0.0	1.23
ENSMUSG00000053375	0.0	0.0	0.0	0.0
ENSMUSG00000053388	0.0	0.0	0.0	0.0
ENSMUSG00000053389	0.0	0.0	0.0	0.0
ENSMUSG00000053390	6.71	10.65	17.79	9.11
ENSMUSG00000053391	0.0	0.0	0.0	0.0
ENSMUSG00000053395	0.0	11.52	0.0	0.0
ENSMUSG00000053398	123.42	116.61	107.28	105.89
ENSMUSG00000053399	5.43	6.9	12.72	13.47
ENSMUSG00000053411	12.53	18.16	9.06	12.22
ENSMUSG00000053414	13.83	23.87	11.02	8.68
ENSMUSG00000053420	0.0	0.0	0.0	0.0
ENSMUSG00000053436	53.34	55.33	50.26	76.37
ENSMUSG00000053441	1.65	2.45	1.83	2.49
ENSMUSG00000053442	0.0	3.44	0.0	0.0
ENSMUSG00000053453	129.27	98.49	89.61	150.44
ENSMUSG00000053460	13.53	8.99	23.9	15.3
ENSMUSG00000053465	0.0	0.0	3.36	11.46
ENSMUSG00000053467	0.0	0.0	0.0	0.0
ENSMUSG00000053469	0.0	0.0	0.0	0.0
ENSMUSG00000053470	50.22	59.18	27.68	31.25
ENSMUSG00000053472	1.6	0.0	6.53	1.2
ENSMUSG00000053475	4.89	1.8	0.0	5.53
ENSMUSG00000053477	96.61	105.17	93.49	85.24
ENSMUSG00000053481	0.0	0.0	0.0	0.0
ENSMUSG00000053483	133.28	117.96	52.32	90.22
ENSMUSG00000053490	0.0	0.0	1.19	0.0
ENSMUSG00000053499	0.0	0.0	0.0	0.0
ENSMUSG00000053508	0.0	0.0	0.0	0.0
ENSMUSG00000053510	113.2	101.56	118.5	138.84
ENSMUSG00000053519	41.92	52.78	57.07	59.79
ENSMUSG00000053522	69.0	12.83	0.0	5.01
ENSMUSG00000053528	0.0	0.0	0.0	0.0
ENSMUSG00000053536	33.3	40.76	48.22	52.53
ENSMUSG00000053541	0.0	0.0	0.0	0.0
ENSMUSG00000053545	0.0	0.0	0.0	0.0
ENSMUSG00000053550	108.35	92.15	164.81	172.66
ENSMUSG00000053552	19.39	16.67	22.58	17.34
ENSMUSG00000053553	21.0	15.45	16.59	9.05
ENSMUSG00000053559	4.89	0.0	0.0	0.0
ENSMUSG00000053560	8.37	8.21	6.17	4.21
ENSMUSG00000053565	391.26	453.92	320.52	305.16
ENSMUSG00000053574	3.56	4.71	5.24	9.59
ENSMUSG00000053580	28.86	27.55	41.96	44.9
ENSMUSG00000053581	16.27	18.97	39.07	36.56
ENSMUSG00000053583	0.0	0.0	0.0	18.93
ENSMUSG00000053588	0.0	0.0	0.0	0.0
ENSMUSG00000053593	0.0	0.0	0.0	0.0
ENSMUSG00000053600	1.7	5.01	3.75	6.39
ENSMUSG00000053603	0.0	0.0	0.0	0.0
ENSMUSG00000053604	13.59	28.76	25.03	35.86
ENSMUSG00000053613	0.0	0.0	0.0	0.0
ENSMUSG00000053615	0.0	0.0	0.0	0.0
ENSMUSG00000053617	18.73	7.56	7.64	10.71
ENSMUSG00000053624	0.0	0.0	0.0	0.0
ENSMUSG00000053626	3.13	1.16	2.59	0.59
ENSMUSG00000053640	0.0	0.0	0.0	0.0
ENSMUSG00000053641	5.69	5.83	10.62	9.56
ENSMUSG00000053644	62.47	79.22	55.61	43.72
ENSMUSG00000053646	53.55	71.94	28.28	27.86
ENSMUSG00000053647	1.58	9.27	6.98	0.0
ENSMUSG00000053654	0.0	0.0	0.0	0.0
ENSMUSG00000053656	105.69	81.72	67.45	52.68
ENSMUSG00000053664	0.0	0.0	0.0	0.0
ENSMUSG00000053666	2.28	3.78	0.0	1.15
ENSMUSG00000053675	0.0	0.0	0.0	0.0
ENSMUSG00000053678	0.0	0.0	0.0	0.0
ENSMUSG00000053684	6.06	1.87	4.42	5.63
ENSMUSG00000053687	0.0	0.0	0.0	0.0
ENSMUSG00000053693	102.73	117.23	111.85	111.74
ENSMUSG00000053695	0.0	0.0	0.0	0.0
ENSMUSG00000053702	12.64	5.9	36.2	9.1
ENSMUSG00000053706	1.05	0.0	1.16	0.79
ENSMUSG00000053714	0.0	0.0	0.0	0.0
ENSMUSG00000053716	65.38	55.38	36.56	32.36
ENSMUSG00000053719	0.0	0.0	0.0	0.0
ENSMUSG00000053720	0.0	0.0	0.0	0.0
ENSMUSG00000053724	0.0	0.0	0.0	0.0
ENSMUSG00000053729	0.0	0.0	0.0	0.0
ENSMUSG00000053730	38.49	45.59	50.65	39.66
ENSMUSG00000053740	0.0	0.0	3.08	0.0
ENSMUSG00000053742	0.0	0.0	0.0	0.0
ENSMUSG00000053746	4.89	3.58	16.61	14.49
ENSMUSG00000053747	61.36	24.6	34.64	20.12
ENSMUSG00000053749	0.0	0.0	0.0	0.0
ENSMUSG00000053754	48.95	63.53	39.43	41.62
ENSMUSG00000053765	0.0	0.0	0.0	0.0
ENSMUSG00000053768	139.25	76.38	105.67	116.4
ENSMUSG00000053769	20.22	16.14	29.02	26.63
ENSMUSG00000053773	0.0	0.0	0.0	0.0
ENSMUSG00000053774	29.2	29.5	25.11	25.32
ENSMUSG00000053783	0.0	7.47	16.98	0.0
ENSMUSG00000053790	0.0	0.0	0.0	0.0
ENSMUSG00000053797	0.0	0.0	8.96	0.0
ENSMUSG00000053799	4.38	9.7	24.18	18.71
ENSMUSG00000053801	26.08	27.23	44.76	19.66
ENSMUSG00000053815	0.0	0.0	0.0	0.0
ENSMUSG00000053819	63.09	67.68	60.68	112.05
ENSMUSG00000053820	0.0	0.0	0.0	0.0
ENSMUSG00000053821	0.0	0.0	0.0	0.0
ENSMUSG00000053825	14.3	13.34	20.45	33.97
ENSMUSG00000053830	2.25	0.0	0.0	0.0
ENSMUSG00000053835	1.92	1.37	2.06	0.0
ENSMUSG00000053838	55.94	78.95	76.02	67.37
ENSMUSG00000053839	0.0	0.0	0.0	0.0
ENSMUSG00000053841	79.68	66.92	51.42	58.72
ENSMUSG00000053846	6.18	5.33	5.68	3.88
ENSMUSG00000053852	0.0	0.0	0.0	0.0
ENSMUSG00000053856	0.0	0.0	0.0	0.0
ENSMUSG00000053861	12.9	0.0	0.0	0.0
ENSMUSG00000053862	0.0	0.0	0.0	0.0
ENSMUSG00000053863	0.0	0.0	0.0	0.0
ENSMUSG00000053868	0.0	0.0	0.0	0.0
ENSMUSG00000053870	7.82	11.61	7.43	11.02
ENSMUSG00000053873	0.0	0.0	0.0	0.0
ENSMUSG00000053877	19.89	17.76	13.85	10.45
ENSMUSG00000053886	0.0	1.08	0.0	0.0
ENSMUSG00000053889	0.0	0.76	0.0	0.0
ENSMUSG00000053896	0.0	0.0	0.0	0.0
ENSMUSG00000053897	10.13	7.54	22.05	10.47
ENSMUSG00000053898	95.1	63.35	62.22	108.49
ENSMUSG00000053906	0.0	0.0	0.0	0.0
ENSMUSG00000053907	329.49	348.94	331.91	286.32
ENSMUSG00000053909	0.0	0.0	0.0	0.0
ENSMUSG00000053914	0.0	0.0	0.0	0.0
ENSMUSG00000053916	0.0	18.17	0.0	0.0
ENSMUSG00000053925	0.0	1.85	0.0	0.0
ENSMUSG00000053929	107.25	120.08	118.65	107.75
ENSMUSG00000053930	7.73	7.37	12.87	11.05
ENSMUSG00000053931	478.96	445.2	291.68	257.67
ENSMUSG00000053935	30.08	35.74	33.2	38.43
ENSMUSG00000053950	11.12	14.38	7.15	13.96
ENSMUSG00000053957	0.0	2.24	0.0	0.0
ENSMUSG00000053961	0.0	0.0	0.0	0.0
ENSMUSG00000053963	6.45	4.34	29.08	20.31
ENSMUSG00000053964	0.0	16.38	7.71	9.8
ENSMUSG00000053965	4.53	7.12	4.37	2.13
ENSMUSG00000053977	1.27	0.0	0.0	0.0
ENSMUSG00000053979	0.0	0.0	0.0	0.0
ENSMUSG00000053980	0.0	0.92	1.38	0.0
ENSMUSG00000053985	14.12	6.23	28.1	22.43
ENSMUSG00000053988	0.0	0.0	0.0	0.0
ENSMUSG00000054000	9.5	16.3	10.51	14.33
ENSMUSG00000054003	0.0	1.29	0.0	0.0
ENSMUSG00000054005	0.0	0.0	0.0	0.0
ENSMUSG00000054006	0.0	0.0	0.0	0.0
ENSMUSG00000054008	42.3	40.85	51.04	55.05
ENSMUSG00000054013	37.38	33.85	61.91	83.23
ENSMUSG00000054021	9.48	13.94	3.49	11.91
ENSMUSG00000054027	28.27	33.0	45.12	48.36
ENSMUSG00000054031	0.0	0.0	0.0	0.0
ENSMUSG00000054032	0.0	0.0	0.0	0.0
ENSMUSG00000054033	0.0	0.0	0.0	0.0
ENSMUSG00000054034	47.1	30.16	65.31	120.71
ENSMUSG00000054036	0.0	0.0	0.0	0.0
ENSMUSG00000054040	0.0	0.0	0.0	0.0
ENSMUSG00000054044	0.0	0.0	0.0	0.0
ENSMUSG00000054046	0.0	0.0	0.0	0.0
ENSMUSG00000054051	12.59	12.98	9.91	12.87
ENSMUSG00000054052	0.0	0.0	0.0	0.0
ENSMUSG00000054054	0.0	0.0	0.0	0.0
ENSMUSG00000054057	1.22	7.24	1.35	0.92
ENSMUSG00000054061	0.0	0.0	0.0	0.0
ENSMUSG00000054065	10.26	0.0	0.0	0.0
ENSMUSG00000054069	0.0	0.0	0.0	0.0
ENSMUSG00000054072	1.35	0.0	0.0	0.0
ENSMUSG00000054074	41.14	37.24	8.78	4.7
ENSMUSG00000054079	35.68	28.88	25.34	31.14
ENSMUSG00000054083	0.0	0.0	0.0	1.15
ENSMUSG00000054087	0.0	0.0	0.0	0.0
ENSMUSG00000054091	45.45	76.62	35.25	58.31
ENSMUSG00000054099	12.48	3.45	5.17	14.36
ENSMUSG00000054102	0.0	0.0	0.0	0.0
ENSMUSG00000054106	0.0	0.0	0.0	0.0
ENSMUSG00000054115	32.51	15.95	5.73	4.81
ENSMUSG00000054116	0.0	0.0	0.0	0.0
ENSMUSG00000054117	0.0	0.0	0.0	0.0
ENSMUSG00000054123	1.36	1.0	2.99	0.0
ENSMUSG00000054128	0.0	0.0	0.0	0.0
ENSMUSG00000054134	0.0	0.0	0.0	0.0
ENSMUSG00000054135	1.67	3.69	1.84	2.51
ENSMUSG00000054136	0.0	0.0	0.0	0.0
ENSMUSG00000054141	0.0	0.0	0.0	0.0
ENSMUSG00000054142	0.0	0.0	0.0	0.0
ENSMUSG00000054146	14.76	4.34	16.31	0.0
ENSMUSG00000054150	0.0	0.0	0.0	1.71
ENSMUSG00000054156	0.0	0.0	0.0	0.0
ENSMUSG00000054160	0.0	1.78	0.0	0.0
ENSMUSG00000054161	3.6	2.65	0.0	0.0
ENSMUSG00000054162	18.46	16.43	33.95	38.95
ENSMUSG00000054165	9.28	4.55	3.42	9.33
ENSMUSG00000054169	0.0	0.0	0.0	0.0
ENSMUSG00000054178	7.11	0.0	2.62	3.58
ENSMUSG00000054181	0.0	0.0	3.14	0.0
ENSMUSG00000054191	0.0	0.0	0.0	0.0
ENSMUSG00000054196	107.01	50.51	28.35	52.85
ENSMUSG00000054199	55.06	54.71	43.82	37.8
ENSMUSG00000054200	0.0	0.0	0.0	0.0
ENSMUSG00000054203	0.0	1.92	0.0	0.0
ENSMUSG00000054204	0.0	0.0	0.0	0.0
ENSMUSG00000054206	3.39	2.49	3.75	2.56
ENSMUSG00000054215	0.0	0.0	0.0	0.0
ENSMUSG00000054226	41.06	30.88	45.48	39.68
ENSMUSG00000054236	0.0	0.0	0.0	0.0
ENSMUSG00000054237	9.2	36.1	13.57	13.88
ENSMUSG00000054247	0.0	0.0	0.0	0.0
ENSMUSG00000054252	136.81	65.29	33.04	40.74
ENSMUSG00000054256	227.6	213.11	126.17	69.04
ENSMUSG00000054258	0.0	0.0	0.0	0.0
ENSMUSG00000054263	7.9	5.36	3.02	5.6
ENSMUSG00000054266	0.0	0.0	0.0	0.0
ENSMUSG00000054272	0.0	0.0	0.0	0.0
ENSMUSG00000054277	27.49	24.8	23.6	27.62
ENSMUSG00000054280	17.56	12.08	7.32	24.85
ENSMUSG00000054284	0.0	0.0	0.0	0.0
ENSMUSG00000054293	0.0	0.0	0.0	0.0
ENSMUSG00000054302	64.35	27.72	62.26	25.81
ENSMUSG00000054304	0.0	2.08	0.0	4.26
ENSMUSG00000054309	62.58	61.21	51.82	45.98
ENSMUSG00000054310	0.0	0.0	0.0	0.0
ENSMUSG00000054312	203.88	289.61	127.71	240.15
ENSMUSG00000054320	1.96	0.0	0.0	0.0
ENSMUSG00000054321	0.0	0.0	0.82	4.46
ENSMUSG00000054325	0.0	0.0	0.0	0.0
ENSMUSG00000054342	3.62	2.66	0.0	0.0
ENSMUSG00000054345	0.0	0.0	0.0	0.0
ENSMUSG00000054351	0.0	0.0	0.0	0.0
ENSMUSG00000054360	0.0	7.97	0.0	0.0
ENSMUSG00000054362	0.0	0.0	0.0	0.0
ENSMUSG00000054364	231.73	208.64	270.02	257.18
ENSMUSG00000054379	0.0	0.0	0.0	0.0
ENSMUSG00000054381	3.01	5.55	3.32	4.53
ENSMUSG00000054383	5.13	5.05	13.22	7.73
ENSMUSG00000054385	0.0	0.0	0.0	0.0
ENSMUSG00000054387	36.18	65.21	40.69	47.95
ENSMUSG00000054391	0.0	0.0	0.0	0.0
ENSMUSG00000054400	7.74	10.93	17.08	32.92
ENSMUSG00000054404	6.77	0.97	1.45	2.87
ENSMUSG00000054405	142.53	108.47	115.44	114.91
ENSMUSG00000054406	0.0	0.0	0.0	0.0
ENSMUSG00000054408	29.45	23.44	18.75	23.04
ENSMUSG00000054409	5.8	8.53	19.23	13.12
ENSMUSG00000054412	3.05	2.25	1.69	0.0
ENSMUSG00000054414	13.83	10.24	12.01	9.79
ENSMUSG00000054417	0.0	0.0	0.0	0.0
ENSMUSG00000054418	0.0	0.0	0.0	0.0
ENSMUSG00000054422	0.0	0.0	0.0	0.0
ENSMUSG00000054423	58.11	70.5	88.15	98.16
ENSMUSG00000054426	0.0	0.0	37.64	0.0
ENSMUSG00000054428	889.69	966.21	1225.19	1200.66
ENSMUSG00000054431	0.0	0.0	0.0	0.0
ENSMUSG00000054434	15.41	14.62	20.87	13.19
ENSMUSG00000054435	3.18	4.66	0.0	4.83
ENSMUSG00000054446	2.67	0.0	0.0	2.01
ENSMUSG00000054450	0.0	0.0	0.0	0.0
ENSMUSG00000054452	431.54	469.5	480.26	477.57
ENSMUSG00000054453	0.0	1.3	0.0	0.0
ENSMUSG00000054455	46.31	47.35	38.07	32.62
ENSMUSG00000054457	7.36	2.7	0.0	2.78
ENSMUSG00000054459	34.05	17.26	89.34	62.57
ENSMUSG00000054469	13.98	9.15	23.23	7.18
ENSMUSG00000054474	6.31	1.69	2.29	4.67
ENSMUSG00000054477	9.55	8.62	23.8	6.98
ENSMUSG00000054484	27.82	25.3	20.52	21.75
ENSMUSG00000054488	0.0	0.0	0.0	0.0
ENSMUSG00000054493	0.0	0.0	0.0	0.0
ENSMUSG00000054497	0.0	0.0	0.0	0.0
ENSMUSG00000054498	0.0	0.0	0.0	0.0
ENSMUSG00000054499	20.4	10.02	7.51	13.67
ENSMUSG00000054509	0.6	2.21	6.41	0.9
ENSMUSG00000054510	0.0	0.0	0.0	0.0
ENSMUSG00000054514	4.77	45.25	0.0	144.71
ENSMUSG00000054517	3.42	3.56	4.25	2.17
ENSMUSG00000054519	6.24	8.5	12.69	7.53
ENSMUSG00000054520	35.97	49.1	33.08	28.15
ENSMUSG00000054523	0.0	0.0	0.0	0.0
ENSMUSG00000054526	0.0	0.0	0.0	0.0
ENSMUSG00000054537	0.0	0.0	0.0	0.0
ENSMUSG00000054545	7.15	12.37	0.0	0.0
ENSMUSG00000054555	15.34	5.49	5.45	3.35
ENSMUSG00000054556	3.65	12.93	0.0	14.96
ENSMUSG00000054568	0.0	0.0	0.0	0.0
ENSMUSG00000054579	0.0	0.0	0.0	0.0
ENSMUSG00000054580	1.41	0.0	0.0	0.4
ENSMUSG00000054582	0.0	1.26	7.42	0.0
ENSMUSG00000054588	1.48	0.0	0.0	0.69
ENSMUSG00000054589	0.0	0.0	0.0	0.0
ENSMUSG00000054594	2.31	1.7	2.55	6.97
ENSMUSG00000054598	0.0	0.0	0.0	0.0
ENSMUSG00000054604	47.24	42.67	40.51	37.93
ENSMUSG00000054611	37.95	34.73	38.86	41.2
ENSMUSG00000054612	11.9	0.0	0.0	0.0
ENSMUSG00000054618	0.0	0.0	0.0	0.0
ENSMUSG00000054619	13.34	12.93	2.46	13.22
ENSMUSG00000054622	0.0	0.0	0.0	0.0
ENSMUSG00000054626	0.0	0.0	0.0	0.0
ENSMUSG00000054630	0.0	0.0	0.0	0.0
ENSMUSG00000054640	26.88	11.78	16.75	25.7
ENSMUSG00000054641	2.59	1.92	0.95	1.3
ENSMUSG00000054648	21.23	9.77	17.6	18.01
ENSMUSG00000054659	0.0	7.14	3.28	8.93
ENSMUSG00000054662	0.0	0.0	0.0	0.0
ENSMUSG00000054663	0.0	0.0	0.0	0.0
ENSMUSG00000054666	0.0	0.0	0.0	0.0
ENSMUSG00000054667	2.43	0.9	2.01	3.2
ENSMUSG00000054672	0.0	0.0	0.0	0.0
ENSMUSG00000054675	12.65	4.0	2.0	4.09
ENSMUSG00000054676	17.57	11.12	29.08	17.02
ENSMUSG00000054679	9.44	18.26	53.31	70.81
ENSMUSG00000054690	33.16	7.01	14.87	9.59
ENSMUSG00000054693	43.59	51.0	49.15	48.16
ENSMUSG00000054702	2.76	0.0	3.05	0.0
ENSMUSG00000054708	80.02	69.42	100.14	115.51
ENSMUSG00000054714	0.0	0.0	0.0	23.78
ENSMUSG00000054715	7.15	13.22	19.15	11.09
ENSMUSG00000054716	121.41	555.41	110.65	110.43
ENSMUSG00000054717	96.31	114.8	22.9	43.4
ENSMUSG00000054720	15.54	6.46	9.54	6.16
ENSMUSG00000054723	22.44	23.56	17.15	22.55
ENSMUSG00000054727	0.0	0.0	0.0	0.0
ENSMUSG00000054728	13.02	46.15	32.38	37.01
ENSMUSG00000054733	16.93	35.39	60.92	51.46
ENSMUSG00000054737	7.67	12.4	9.74	15.35
ENSMUSG00000054745	0.0	0.0	0.0	0.0
ENSMUSG00000054746	0.0	0.0	0.0	0.0
ENSMUSG00000054752	17.55	25.66	24.99	32.91
ENSMUSG00000054753	0.0	0.0	0.0	0.0
ENSMUSG00000054757	0.0	0.0	0.0	0.0
ENSMUSG00000054758	0.0	0.0	0.0	0.0
ENSMUSG00000054759	0.0	0.0	0.0	0.0
ENSMUSG00000054763	0.0	0.0	0.0	0.0
ENSMUSG00000054764	0.0	0.0	0.0	0.0
ENSMUSG00000054766	302.93	432.81	202.71	302.04
ENSMUSG00000054770	32.92	28.08	40.96	28.34
ENSMUSG00000054773	0.0	0.0	0.0	0.0
ENSMUSG00000054779	0.0	0.0	0.0	0.0
ENSMUSG00000054792	21.34	20.83	49.88	69.58
ENSMUSG00000054793	176.93	191.59	205.81	198.63
ENSMUSG00000054808	173.02	169.79	109.62	114.3
ENSMUSG00000054814	21.17	18.08	19.07	28.24
ENSMUSG00000054822	0.0	0.0	0.0	0.0
ENSMUSG00000054823	29.82	32.28	34.51	33.09
ENSMUSG00000054827	0.0	0.0	0.0	0.0
ENSMUSG00000054836	23.89	22.02	39.58	36.01
ENSMUSG00000054843	21.43	28.87	19.8	22.25
ENSMUSG00000054850	11.91	8.79	33.83	34.64
ENSMUSG00000054855	9.21	8.13	48.99	46.41
ENSMUSG00000054863	71.55	56.35	93.33	92.56
ENSMUSG00000054871	26.49	28.38	71.86	78.07
ENSMUSG00000054874	80.03	92.98	85.94	94.37
ENSMUSG00000054885	0.0	0.0	0.0	0.0
ENSMUSG00000054889	4.89	0.0	1.08	0.0
ENSMUSG00000054890	0.0	0.0	0.0	0.0
ENSMUSG00000054892	0.0	0.0	0.0	0.0
ENSMUSG00000054893	9.03	3.31	7.42	10.97
ENSMUSG00000054894	5.74	10.56	12.69	12.98
ENSMUSG00000054901	0.0	0.89	0.0	2.73
ENSMUSG00000054905	0.0	0.0	0.0	0.0
ENSMUSG00000054909	0.0	0.0	0.0	0.0
ENSMUSG00000054910	0.0	0.0	1.98	0.0
ENSMUSG00000054920	48.67	52.9	58.21	66.63
ENSMUSG00000054931	6.71	3.72	3.71	7.59
ENSMUSG00000054932	1.96	0.0	4.32	0.0
ENSMUSG00000054934	31.59	34.4	76.98	66.26
ENSMUSG00000054938	0.0	0.0	0.0	0.0
ENSMUSG00000054939	2.59	3.36	3.58	4.4
ENSMUSG00000054940	0.0	0.0	0.0	0.0
ENSMUSG00000054942	5.96	17.62	25.52	21.89
ENSMUSG00000054944	0.0	0.0	0.0	0.0
ENSMUSG00000054945	3.4	2.5	3.76	2.56
ENSMUSG00000054951	0.0	0.0	0.0	0.0
ENSMUSG00000054957	0.0	0.0	0.0	0.0
ENSMUSG00000054958	0.0	0.0	0.0	0.0
ENSMUSG00000054966	1.72	0.0	1.9	2.05
ENSMUSG00000054967	28.82	46.29	28.96	17.78
ENSMUSG00000054976	5.71	12.51	10.05	13.77
ENSMUSG00000054978	0.0	2.27	0.0	0.0
ENSMUSG00000054986	0.0	0.0	4.93	1.12
ENSMUSG00000054988	0.0	0.0	0.0	0.0
ENSMUSG00000054994	0.0	0.0	0.0	0.0
ENSMUSG00000054999	0.0	0.0	0.0	0.0
ENSMUSG00000055003	5.83	7.66	20.33	20.31
ENSMUSG00000055010	0.0	0.0	0.0	0.0
ENSMUSG00000055013	25.48	31.59	37.57	41.35
ENSMUSG00000055015	0.0	0.0	0.0	0.0
ENSMUSG00000055022	12.61	12.49	58.1	60.62
ENSMUSG00000055024	34.77	30.19	18.59	20.92
ENSMUSG00000055026	0.77	0.29	4.69	7.12
ENSMUSG00000055027	1.98	0.0	0.0	3.6
ENSMUSG00000055030	0.0	0.0	0.0	0.0
ENSMUSG00000055033	0.0	0.0	0.0	0.0
ENSMUSG00000055041	22.0	29.03	24.37	36.52
ENSMUSG00000055044	11.32	8.33	9.39	4.27
ENSMUSG00000055045	0.0	0.0	0.0	0.0
ENSMUSG00000055048	0.0	0.0	0.0	0.0
ENSMUSG00000055053	32.93	8.62	6.1	12.06
ENSMUSG00000055061	0.0	0.0	0.0	0.0
ENSMUSG00000055065	512.77	554.74	404.78	445.55
ENSMUSG00000055067	4.57	26.14	35.35	12.45
ENSMUSG00000055069	2.67	0.98	0.0	0.0
ENSMUSG00000055072	0.0	0.0	0.0	0.0
ENSMUSG00000055078	16.56	15.56	63.15	56.72
ENSMUSG00000055088	0.0	0.0	0.0	0.0
ENSMUSG00000055093	11.93	8.49	0.0	10.3
ENSMUSG00000055095	0.0	0.0	0.0	0.0
ENSMUSG00000055099	0.0	0.0	0.0	0.0
ENSMUSG00000055102	0.0	0.0	0.0	0.0
ENSMUSG00000055108	0.0	0.0	0.0	0.0
ENSMUSG00000055109	0.0	0.0	0.0	0.0
ENSMUSG00000055110	0.0	0.0	0.0	0.0
ENSMUSG00000055114	0.0	0.0	0.0	0.0
ENSMUSG00000055116	15.02	10.23	29.06	23.67
ENSMUSG00000055124	0.0	0.0	0.0	0.0
ENSMUSG00000055125	2.85	2.09	0.0	2.15
ENSMUSG00000055128	14.6	26.52	3.66	24.49
ENSMUSG00000055134	3.03	0.0	1.3	0.89
ENSMUSG00000055137	0.0	2.44	3.67	0.0
ENSMUSG00000055138	0.0	0.0	0.0	0.0
ENSMUSG00000055148	20.16	8.26	0.0	5.07
ENSMUSG00000055150	2.97	4.36	6.09	2.08
ENSMUSG00000055159	0.0	0.0	0.0	0.0
ENSMUSG00000055170	0.0	0.0	0.0	0.0
ENSMUSG00000055172	4.34	0.0	0.0	0.0
ENSMUSG00000055177	0.0	0.0	0.0	0.0
ENSMUSG00000055184	1.85	2.74	0.0	0.0
ENSMUSG00000055188	0.0	4.21	0.0	0.0
ENSMUSG00000055193	0.0	0.0	0.0	0.0
ENSMUSG00000055194	0.0	0.0	0.0	0.0
ENSMUSG00000055197	0.0	0.0	3.16	0.0
ENSMUSG00000055198	0.0	0.0	0.0	0.0
ENSMUSG00000055200	19.68	9.64	0.0	2.47
ENSMUSG00000055202	30.4	26.12	14.0	21.01
ENSMUSG00000055204	46.94	40.56	44.08	39.17
ENSMUSG00000055210	0.0	1.13	1.69	1.15
ENSMUSG00000055214	2.22	2.52	2.64	5.02
ENSMUSG00000055216	3.85	1.42	0.0	1.45
ENSMUSG00000055228	9.25	3.39	0.0	0.0
ENSMUSG00000055235	15.94	6.29	10.02	9.0
ENSMUSG00000055239	50.84	28.62	45.42	39.23
ENSMUSG00000055240	28.72	29.58	10.49	15.32
ENSMUSG00000055254	33.6	35.49	60.66	58.93
ENSMUSG00000055271	0.0	3.38	10.21	0.0
ENSMUSG00000055296	13.07	8.5	9.3	16.41
ENSMUSG00000055298	0.0	0.0	0.0	0.0
ENSMUSG00000055301	0.0	0.0	2.57	0.0
ENSMUSG00000055302	201.25	211.99	197.11	215.12
ENSMUSG00000055305	6.95	5.13	9.6	5.24
ENSMUSG00000055312	0.0	0.0	0.0	0.0
ENSMUSG00000055313	6.05	3.35	5.1	2.22
ENSMUSG00000055319	22.79	27.46	12.1	13.99
ENSMUSG00000055320	11.15	15.91	16.69	9.94
ENSMUSG00000055322	11.86	5.92	9.27	6.7
ENSMUSG00000055323	2.23	1.64	0.0	0.0
ENSMUSG00000055333	0.78	0.0	0.0	0.59
ENSMUSG00000055334	15.48	15.94	27.39	11.67
ENSMUSG00000055340	0.0	0.0	0.0	0.0
